gen mean_fit std_fit max_fit
2 14.018713 30.937508 92.394865
3 14.616455 30.617364 92.394865
4 16.356089 31.317039 92.394865
5 19.822962 33.988921 92.394865
6 25.249977 36.472647 92.394865
7 27.659615 37.487966 92.394865
8 33.479049 39.564202 92.559467
9 38.474504 40.187048 92.782666
10 41.758036 40.500801 92.782666
11 43.599443 39.577598 92.782666
12 53.086196 38.022947 92.782666
13 55.964575 36.148035 92.782666
14 59.240892 34.731064 92.782666
15 64.657854 31.214037 92.782666
16 68.838904 29.313124 93.426278
17 73.698871 26.643772 93.426278
18 78.205274 23.000823 93.426278
19 82.724829 19.231846 93.426278
20 86.805805 14.86861 93.426278
