gen mean_fit std_fit max_fit
2 23.15994 32.248641 89.784435
3 41.08074 34.498785 92.672828
4 55.752599 33.698852 92.672828
5 64.060634 35.237708 92.672828
6 74.86977 30.767339 92.672828
7 73.363684 31.80363 92.672828
8 76.164073 30.240305 92.672828
9 78.835225 29.571423 92.672828
10 81.040362 27.286606 92.672828
11 81.838514 26.100408 92.672828
12 79.508466 28.217333 92.672828
13 85.603837 21.718323 92.672828
14 87.348872 19.099097 92.672828
15 90.62604 8.722242 92.672828
16 88.76711 15.217785 92.672828
17 90.608982 8.765165 92.672828
18 84.871637 22.716742 92.672828
19 86.69029 14.470928 92.672828
20 84.701009 21.57453 92.672828
