gen mean_fit std_fit max_fit
2 26.563168 37.687537 92.335744
3 44.629758 41.177107 92.335744
4 63.874974 36.568536 92.394865
5 75.957706 29.598706 92.394865
6 71.878821 34.871229 92.394865
7 74.713195 32.146034 92.394865
8 73.089565 34.380426 92.394865
9 76.332809 31.406549 92.394865
10 71.180814 36.395299 92.394865
11 76.328682 32.212252 92.394865
12 75.116979 33.82089 92.808788
13 77.658805 31.369237 92.808788
14 77.538814 31.674451 92.808788
15 82.400159 27.329666 92.808788
16 76.776582 34.093885 92.999318
17 78.532849 31.217565 92.999318
18 78.383161 32.020129 92.999318
19 79.656424 30.781004 92.999318
20 81.653695 27.469639 92.999318
