gen mean_fit std_fit max_fit
2 36.837615 41.443761 94.34385
3 57.719322 39.115238 94.34385
4 72.093977 34.071774 94.34385
5 72.119444 36.012001 94.34385
6 76.430681 32.373395 94.34385
7 80.865652 29.151323 94.34385
8 77.088483 33.316212 94.34385
9 77.054814 33.797981 94.34385
10 77.951553 33.649444 94.34385
11 80.328123 31.640357 94.34385
12 80.168971 31.237127 94.398216
13 78.019987 33.088505 94.398216
14 81.747206 30.462114 94.398216
15 80.174144 31.094107 94.398216
16 88.259876 21.73332 94.398216
17 87.778135 22.236309 94.398216
18 86.753901 23.302514 94.398216
19 86.613497 24.231999 94.398216
20 86.176213 24.447175 94.457405
