gen mean_fit std_fit max_fit
2 11.907707 29.900421 91.376369
3 13.25668 29.503636 91.376369
4 17.06952 32.440351 91.376369
5 19.084876 33.000027 91.376369
6 22.405426 34.9054 91.376369
7 28.969565 37.894129 91.376369
8 34.395112 39.420858 91.376369
9 41.653688 40.492586 91.376369
10 48.732826 39.554362 91.376369
11 50.977676 39.282741 91.376369
12 57.177156 37.715741 91.376369
13 61.255816 36.21297 91.376369
14 69.792876 30.894797 91.376369
15 77.145621 24.592743 91.376369
16 78.932121 24.594569 91.376369
17 84.728419 16.565259 91.376369
18 86.351534 15.87576 93.379465
19 86.122781 17.788465 93.379465
20 85.547084 17.208371 93.379465
