gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 9.853208 21.475666 69.295248 -86.34856 36.817913 17.394627
1 27.33017 23.880261 69.295248 -56.790583 40.775299 17.394627
2 46.16401 17.502103 69.295248 -24.857416 29.660907 17.394627
3 51.993278 13.516278 69.295248 -15.259496 23.280473 17.394627
4 56.711714 10.151002 69.295248 -7.112314 18.260436 17.394627
5 56.304874 13.248448 69.295248 -7.2924 23.283042 17.394627
6 57.495042 12.802461 69.295248 -4.70407 22.787922 17.394627
7 61.935749 11.543124 69.295248 3.819184 20.262615 17.394627
8 61.480995 13.018638 69.295248 3.11256 22.730833 17.394627
9 62.031052 12.294928 69.295248 4.060279 21.408452 17.394627
10 61.222543 15.376757 69.408366 2.95833 26.214275 17.677421
11 64.584117 9.733195 69.408366 8.73875 16.745498 17.677421
12 61.432886 16.195825 69.408366 3.264708 27.791856 17.677421
13 64.964815 7.311288 69.408366 9.165282 13.140709 17.677421
14 66.522061 7.414408 69.408366 12.196193 13.021444 17.677421
15 67.05927 3.627829 69.408366 12.930029 7.191438 17.677421
16 66.771673 3.609297 69.408366 12.422078 7.22689 17.677421
17 65.934562 7.16388 69.408366 11.122501 12.635484 17.677421
18 66.216511 4.7361 69.440124 11.266477 9.484089 17.756817
19 65.552698 10.303654 69.473038 10.524711 17.639033 17.839103
20 66.386759 4.987216 69.473038 11.746161 9.143023 17.839103
21 65.969055 5.559206 69.485394 10.953518 10.50876 17.869992
22 64.588222 11.013236 69.485394 8.796935 18.998086 17.869992
23 64.088602 11.626301 69.485394 7.7348 20.045192 17.869992
24 67.333306 2.953403 69.485394 13.606155 5.819422 17.869992
25 65.673638 8.168176 69.485394 10.456927 14.332319 17.869992
26 65.433851 7.522329 69.485394 9.918806 13.795721 17.869992
27 66.489357 6.564752 69.485394 12.176116 11.937107 17.869992
28 65.971787 4.970103 69.485394 10.792861 9.903487 17.869992
29 64.770965 12.603043 69.485394 9.276828 21.486375 17.869992
30 63.607797 13.519127 69.485394 7.070284 23.187151 17.869992
