gamma alpha mean_best_fit mean_best_gain
0.1 0.9 29.015422445759622 13.2
0.2 0.8 43.04726365645969 23.0
0.30000000000000004 0.7 43.16585655086878 16.2
0.4 0.6 64.36146900287474 42.2
0.5 0.5 56.41797238409591 24.0
0.6 0.4 50.97348830410134 0.0
0.7000000000000001 0.29999999999999993 68.30379336680059 34.0
0.8 0.19999999999999996 65.15549222298776 13.6
0.9 0.1 72.94324759509814 14.0
