gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.024029 14.54369 43.017051 -86.903007 23.711478 -30.135042
1 15.68683 17.728447 44.748239 -74.344945 29.0319 -25.419601
2 24.981028 17.76491 46.431677 -59.217711 28.873687 -22.613872
3 30.53436 16.338603 46.431677 -50.35714 26.374889 -22.613872
4 31.104426 16.328159 46.431677 -49.211816 26.519236 -22.613872
5 30.968062 16.750694 50.797577 -49.318709 27.246103 -17.04549
6 33.907811 15.602312 50.797577 -44.668023 25.387953 -17.04549
7 36.730377 13.98582 50.797577 -39.819939 22.840829 -17.04549
8 36.521175 15.465164 56.064584 -40.129371 25.312309 -9.838541
9 38.582807 13.724955 56.064584 -36.646589 22.450498 -9.838541
10 38.890601 13.740187 56.064584 -36.190536 22.501192 -9.838541
11 37.059711 17.072588 56.064584 -39.147667 28.060182 -9.838541
12 41.035909 13.144411 56.064584 -32.66708 21.553165 -9.838541
13 38.851307 15.088428 56.064584 -36.28177 24.639454 -9.838541
14 43.182975 11.58504 56.496729 -29.247658 18.997714 -8.758176
15 41.402426 13.822468 56.496729 -32.078331 22.656811 -8.758176
16 40.886702 14.381602 56.496729 -33.107057 23.490234 -8.758176
17 43.321458 12.93792 56.496729 -29.436303 21.068084 -8.758176
18 42.317159 14.092273 56.496729 -31.370582 22.806895 -8.758176
19 46.151406 9.273501 60.629386 -25.265915 15.049967 0.837894
20 43.956557 12.893856 60.629386 -29.258853 20.717549 0.837894
21 44.549754 13.419834 60.629386 -28.006698 21.696141 0.837894
22 43.006644 15.837294 60.629386 -30.56371 25.441129 0.837894
23 44.042825 14.689034 60.629386 -29.030328 23.636359 0.837894
24 43.935856 14.226841 60.629386 -29.348513 22.817885 0.837894
25 45.163787 14.796626 60.629386 -27.703118 23.811121 0.837894
26 44.091823 16.152492 60.629386 -28.965543 26.040077 0.837894
27 47.724955 13.304443 60.629386 -22.962078 21.641204 0.837894
28 45.958882 17.037626 60.629386 -25.523015 27.722265 0.837894
29 51.062397 7.331825 60.629386 -17.257394 12.154046 0.837894
30 49.297279 11.428739 60.629386 -20.095114 18.684533 0.837894
