gen mean_fit std_fit max_fit
2 6.083746 17.923563 70.166611
3 11.643133 20.470589 70.166611
4 18.496418 20.814145 70.166611
5 20.9961 21.576307 70.166611
6 26.626077 22.630575 70.166611
7 32.739305 22.914802 70.166611
8 37.268307 23.066697 70.166611
9 45.341063 20.443232 70.166611
10 51.044225 19.749662 76.906268
11 52.61101 19.928344 76.906268
12 53.229306 20.145632 76.906268
13 55.290043 19.231171 76.906268
14 53.122924 22.175269 76.906268
15 54.06048 21.966099 76.906268
