gen mean_fit std_fit max_fit
2 4.748464 26.080692 91.509203
3 5.525703 25.92585 91.509203
4 7.256927 27.23343 91.509203
5 8.511301 27.154116 91.509203
6 11.199481 29.375568 91.509203
7 14.970655 32.146788 91.509203
8 17.903805 33.651471 91.509203
9 22.374514 35.539392 91.509203
10 28.203635 36.921093 91.509203
11 31.111655 37.258528 91.509203
12 35.082304 37.422141 91.509203
13 39.398635 36.928592 91.509203
14 44.477442 37.396449 91.509203
15 50.834192 36.637105 91.509203
16 56.018425 35.389985 91.509203
17 61.737906 32.697859 91.509203
18 66.69313 31.563328 91.509203
19 73.326255 26.674855 91.509203
20 77.006238 26.290861 91.509203
