gen mean_fit std_fit max_fit
2 4.169485 13.164669 46.106695
3 11.91003 17.637435 46.106695
4 22.25816 20.294758 46.106695
5 36.138847 15.345437 46.641683
6 44.130626 2.096778 46.641683
7 45.192996 1.399842 47.176695
8 45.967957 0.738384 47.176695
9 46.43376 0.518812 47.721683
10 46.630308 0.524329 48.256695
11 46.825216 0.55028 48.261683
12 47.21912 0.866801 49.881683
13 47.732399 1.288564 49.881683
14 48.531647 1.207676 49.881683
15 49.330194 0.638671 50.416695
16 49.751148 0.381347 50.416695
17 49.868364 0.497672 50.416695
18 50.032649 0.345725 50.416695
19 50.15755 0.329536 50.421683
20 50.266079 0.358453 50.421683
