gen mean_fit std_fit max_fit
2 4.268353 21.309924 89.730571
3 6.951023 24.18162 89.730571
4 11.483199 27.365511 89.730571
5 16.989704 30.324963 89.730571
6 22.531962 32.519728 89.730571
7 26.28346 32.752644 89.730571
8 32.378325 33.159014 89.730571
9 37.669249 31.711499 89.730571
10 41.914199 30.746375 89.730571
11 47.955883 29.069111 89.730571
12 52.635921 26.60439 89.730571
13 59.166287 20.923401 89.730571
14 62.493104 19.521356 89.730571
15 66.068113 15.779113 89.730571
16 64.875582 20.391211 89.730571
17 70.450943 10.478734 89.730571
18 69.526138 16.545253 89.730571
19 71.946686 14.132541 89.730571
20 73.829883 10.742554 89.730571
