gen mean_fit std_fit max_fit
2 0.749774 7.605662 39.086695
3 4.230785 11.440619 39.086695
4 12.68608 16.937277 40.634024
5 27.290454 15.471115 40.634024
6 37.320402 5.293432 40.634024
7 36.77857 7.586266 40.634024
8 35.080263 9.712473 40.634024
9 37.469963 6.428166 40.634024
10 35.220742 9.673622 40.652892
11 37.749573 4.750439 41.256796
12 37.900169 5.998398 42.336796
13 40.177324 2.723841 42.336796
14 39.919623 4.89876 42.336796
15 40.84329 3.687053 42.336796
16 40.500416 4.410432 42.336796
17 40.69486 4.50185 42.336796
18 40.951069 4.258376 42.336796
19 40.927287 4.544154 42.336796
20 40.927456 4.588484 42.336796
