gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.116593 19.465653 49.854018 -89.535495 32.698564 -21.025972
1 13.798638 20.427726 49.854018 -80.055012 34.290543 -21.025972
2 23.216194 20.844085 56.808722 -63.945776 34.387526 -6.91431
3 28.47001 21.336784 56.808722 -55.283017 34.897284 -6.91431
4 32.277275 21.257061 56.808722 -49.480871 35.763418 -6.91431
5 33.330199 20.751264 56.808722 -47.335002 34.296184 -6.91431
6 35.681871 20.524872 58.122443 -43.654981 33.92747 -5.230808
7 40.684931 16.649318 58.600797 -35.502285 28.043421 -3.498007
8 39.591612 19.291095 60.561143 -36.966719 32.369565 0.554494
9 44.983782 15.502349 60.561143 -27.819368 25.810398 0.554494
10 46.984348 15.290769 62.427395 -24.195456 26.03336 2.237196
11 47.995076 12.987893 63.703459 -22.331445 21.712844 5.530213
12 48.986783 14.262639 63.703459 -20.641342 24.26655 5.530213
13 50.288859 12.506078 63.703459 -18.464175 20.963015 5.530213
14 49.330771 16.372776 63.703459 -19.65152 27.220055 5.530213
15 50.043057 15.228269 63.703459 -18.470843 25.461884 5.530213
16 45.363267 20.74716 63.703459 -26.014558 34.472105 5.530213
17 47.100096 19.283496 63.703459 -23.206269 31.936656 5.530213
18 47.457168 20.399187 63.703459 -22.685402 34.079578 5.530213
19 53.804398 11.350468 63.703459 -12.175331 19.274843 5.530213
20 53.911282 13.42072 63.703459 -12.023555 22.438994 5.530213
21 53.848238 10.955017 63.703459 -12.079522 18.599726 5.530213
22 52.358917 15.810158 63.703459 -14.255466 26.039775 5.530213
23 44.969916 22.88507 63.703459 -27.300632 38.833562 5.530213
24 49.144158 18.206599 63.703459 -19.741862 29.983094 5.530213
25 51.405026 16.586377 63.703459 -16.50283 28.17054 5.530213
26 52.763151 15.219889 63.703459 -13.95904 25.566243 5.530213
27 50.913899 19.333521 63.703459 -16.820926 32.581904 5.530213
28 52.098507 15.812178 63.703459 -14.84225 26.609124 5.530213
29 55.323937 8.421384 63.703459 -9.424917 14.768549 5.530213
30 54.483502 13.825727 65.344368 -10.478313 23.339541 8.835295
