gen mean_fit std_fit max_fit
2 35.679614 41.07957 93.143558
3 48.414084 41.174617 93.931733
4 66.372721 35.096116 94.070514
5 79.715483 26.209295 94.070514
6 84.115142 23.054937 94.070514
7 86.136172 21.626905 94.070514
8 90.221968 12.985951 94.070514
9 91.906832 7.545037 94.070514
10 91.94173 8.159666 94.070514
11 92.364645 7.670413 94.070514
12 91.135879 13.50088 94.070514
13 93.691965 1.232209 94.070514
14 93.798042 0.470529 94.070514
15 93.906891 0.376485 94.070514
16 93.911131 0.368136 94.070514
17 93.897893 0.379561 94.070514
18 93.913811 0.401913 94.070514
19 93.940861 0.352597 94.070514
20 93.976472 0.273672 94.070514
