gen mean_fit std_fit max_fit
2 22.923944 35.555517 90.473074
3 37.19489 37.945016 91.012379
4 51.366197 35.749735 91.012379
5 63.944081 32.979213 91.393561
6 68.88684 31.660283 91.393561
7 76.946628 24.891112 91.393561
8 80.352244 23.606589 91.393561
9 82.855685 18.38217 91.393561
10 78.69366 25.928881 91.393561
11 81.741376 22.9098 91.393561
12 81.921155 21.548333 91.393561
13 86.12506 17.588756 91.393561
14 80.934672 26.111399 91.393561
15 83.294551 21.76366 91.393561
16 85.780011 18.582612 91.651679
17 87.230869 15.170472 91.675982
18 87.467638 15.963971 91.675982
19 85.662174 20.216771 91.675982
20 86.67624 18.936007 91.675982
