gen mean_fit std_fit max_fit
2 38.533045 34.105878 89.959688
3 63.273999 21.412128 89.959688
4 70.706076 19.917319 89.959688
5 76.567331 19.0663 89.962972
6 78.792625 19.794059 89.962972
7 84.191309 16.181529 89.966267
8 89.231866 2.607945 90.146267
9 88.634019 4.02747 90.306677
10 89.154375 3.854187 90.479827
11 88.713334 6.091933 90.479827
12 88.659584 6.588405 90.479827
13 89.352312 4.854112 90.479827
14 88.769963 6.509825 90.479827
15 88.057564 6.443684 90.479827
16 88.342327 6.918762 90.479827
17 88.176078 7.508203 90.606677
18 87.71991 8.845051 90.717582
19 87.999077 7.92661 90.717582
20 87.914018 8.356916 90.789362
