gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -0.034002 12.759501 56.742332 -93.7 13.975335 -30.0
1 3.500172 13.269404 39.171054 -90.1 14.525495 -50.0
2 0.241965 13.325732 88.211736 -93.16 17.679774 44
3 6.391319 15.425091 88.211736 -86.56 19.512212 44
4 10.538796 14.551747 88.211736 -82.08 18.354117 44
5 16.333938 13.924726 74.888533 -76.1 15.355455 -10.0
6 16.690395 13.914854 88.211736 -75.26 17.728294 44
7 17.557656 11.435713 57.188859 -74.7 12.605951 -30.0
8 19.112047 11.963314 57.188859 -73.1 13.167764 -30.0
9 23.090841 10.664095 57.188859 -68.8 12.106197 -30.0
10 23.635205 11.999784 56.917781 -68.2 13.592645 -30.0
11 21.255882 7.995498 47.738508 -71.1 9.043782 -40.0
12 22.300248 8.218504 47.738508 -69.8 9.484725 -40.0
13 22.943322 7.325228 56.604738 -69.1 8.49647 -30.0
14 21.344453 6.695564 38.345847 -71.0 7.549834 -50.0
15 21.634083 6.891412 39.174 -70.7 7.778817 -50.0
16 21.967451 6.474546 39.174 -70.3 7.273926 -50.0
17 21.757075 6.215094 31.171686 -70.5 6.98212 -60.0
18 21.986409 3.8119 29.62668 -70.5 4.330127 -60.0
19 22.737497 3.596389 30.716796 -69.6 4.223742 -60.0
20 22.035197 6.605831 29.451781 -70.1 7.549172 -60.0
