gen mean_fit std_fit max_fit
2 21.360301 33.413884 88.952892
3 27.02062 33.509477 88.952892
4 30.900667 33.457959 88.952892
5 36.939318 32.306418 88.952892
6 39.720358 31.695003 88.952892
7 46.444189 30.023177 88.952892
8 52.146763 26.21203 88.952892
9 57.843663 20.975166 88.952892
10 59.699862 21.633765 88.952892
11 64.946631 15.751655 88.952892
12 63.08818 22.456774 88.952892
13 67.519123 15.309853 88.952892
14 67.860479 17.597974 88.952892
15 69.642001 17.155588 88.952892
16 71.812483 16.270192 88.952892
17 70.467739 20.616985 88.952892
18 74.812974 10.333965 88.952892
19 71.586501 20.337609 88.952892
20 72.998311 19.442851 88.952892
