gen mean_fit std_fit max_fit
2 22.071466 36.805542 89.523229
3 30.154155 39.506912 89.523229
4 38.920801 39.961233 89.883229
5 48.61194 38.733579 89.883229
6 58.768133 34.996548 89.883229
7 65.113019 31.394307 89.883229
8 72.447701 24.99158 89.883229
9 77.477331 20.143043 89.883229
10 83.391692 12.604266 89.883229
11 86.328211 9.19822 89.883229
12 87.834697 0.952374 89.883229
13 87.958573 1.023886 89.954823
14 88.194559 1.083779 89.954823
15 87.22487 7.996631 89.954823
16 86.26988 14.290707 89.954823
17 88.741101 1.054043 90.074823
18 88.160141 7.333628 90.074823
19 87.090801 10.853245 90.074823
20 85.502675 15.15158 90.074823
