gen mean_fit std_fit max_fit
2 33.827726 33.996537 89.486611
3 57.717611 31.152808 89.486611
4 74.535629 22.813855 91.039688
5 71.687661 29.250633 91.039688
6 71.152645 31.084003 91.039688
7 75.170664 27.844664 91.039688
8 80.560058 21.723587 91.039688
9 80.333205 24.867549 91.039688
10 81.110626 24.464977 91.039688
11 74.698111 28.929449 91.099688
12 75.965505 26.829507 91.519688
13 84.820992 15.991697 91.519688
14 87.5286 8.630101 91.639688
15 88.206514 10.150933 92.059688
16 90.259121 5.902649 92.059688
17 89.800884 6.691721 92.119688
18 91.783012 0.306994 92.119688
19 91.974248 0.207883 92.119688
20 91.861478 2.344769 92.119688
