gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 7.215836 19.701947 66.913923 -90.967057 33.262544 13.582957
1 21.311321 22.774436 66.913923 -66.899726 38.062126 13.582957
2 38.016266 20.156002 66.913923 -39.134891 34.170996 13.582957
3 45.572835 19.830053 67.106186 -25.89047 33.925026 14.063614
4 55.258734 15.38807 67.106186 -8.934174 26.868392 14.063614
5 61.619926 5.270737 67.106186 2.193832 10.646401 14.063614
6 62.059116 8.44255 67.168436 3.337123 15.448417 14.101788
7 62.199464 5.618576 67.168436 3.522433 11.322821 14.157679
8 60.759749 11.3502 67.168436 1.205749 19.761955 14.157679
9 59.377218 11.231315 67.321875 -1.45209 20.340532 14.485385
10 58.629301 12.997667 67.321875 -2.803406 23.299482 14.485385
11 59.697178 11.790859 67.321875 -0.745534 21.134664 14.485385
12 61.015295 9.1798 67.321875 1.610011 16.835542 14.485385
13 57.9252 11.999913 67.321875 -4.106635 21.55787 14.485385
14 59.409703 10.737294 67.321875 -1.355031 19.27066 14.485385
15 57.664533 13.597524 67.321875 -4.429718 23.840617 14.485385
16 61.185376 7.104522 67.321875 1.780511 13.964432 14.485385
17 57.639261 13.998935 67.321875 -4.065841 25.101793 14.485385
18 59.896453 11.711597 67.321875 -0.077157 21.517344 14.485385
19 61.817891 10.032953 67.321875 3.630756 18.568506 14.485385
20 61.144866 9.141332 67.748704 2.080671 17.274997 15.552457
21 60.673359 11.79167 67.748704 1.627115 21.823831 15.552457
22 61.797195 12.973023 67.748704 3.940788 23.138156 15.552457
23 63.918858 8.195649 67.748704 7.756221 15.035436 15.552457
24 62.686718 9.974621 67.748704 5.358802 18.156911 15.552457
25 62.8991 9.98974 67.748704 5.834113 18.351463 15.552457
26 62.523582 11.03252 67.748704 5.230151 19.557101 15.552457
27 63.484092 9.033152 67.748704 7.002991 16.638472 15.552457
28 64.245011 5.883056 67.748704 8.149972 11.497234 15.552457
29 63.463676 7.070259 67.748704 6.683318 13.644692 15.552457
30 64.575381 5.739584 67.748704 8.736261 11.238488 15.552457
