gen mean_fit std_fit max_fit
2 15.635348 30.067911 75.490612
3 23.09168 33.158418 87.466571
4 28.185933 33.824941 87.466571
5 34.956244 34.543771 88.876695
6 43.063032 33.646634 88.876695
7 50.391712 31.013917 89.251733
8 58.82454 26.066987 89.251733
9 68.411041 18.431293 89.426695
10 73.057487 16.029028 89.431733
11 77.766882 10.424586 89.546695
12 81.425228 7.829502 89.546695
13 83.937154 6.297154 89.546695
14 84.971624 6.857157 89.891732
15 86.906173 4.384832 89.891732
16 88.450492 1.436665 89.891732
17 88.957301 0.874831 89.891732
18 89.274099 0.49496 90.000103
19 89.452239 0.265692 90.000103
20 89.490449 0.475205 90.016695
