gen mean_fit std_fit max_fit
2 29.974618 38.639387 93.097323
3 46.786968 39.488641 93.097323
4 59.120556 37.382101 93.454547
5 68.173246 36.825874 93.454547
6 69.429976 37.203707 93.454547
7 71.121792 36.057564 93.454547
8 79.684357 30.799867 93.454547
9 78.370904 31.966111 93.454547
10 75.970983 34.712874 93.454547
11 71.245572 38.382892 93.454547
12 82.046871 27.733822 93.978708
13 76.181344 33.253261 93.978708
14 81.069992 27.999435 93.978708
15 73.768193 35.619009 93.978708
16 81.981836 27.547434 93.978708
17 78.213557 31.95203 93.978708
18 80.491381 29.744521 93.978708
19 82.043593 28.142958 93.978708
20 86.045964 21.253055 93.978708
