gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 0.985395 12.438672 56.742332 -92.7 13.70073 -30.0
1 3.068757 13.158776 56.742332 -90.5 14.309088 -30.0
2 1.293759 10.833402 22.581159 -92.6 11.542963 -70.0
3 11.450362 13.594456 57.171054 -81.9 14.744151 -30.0
4 17.188099 10.538662 39.888012 -75.7 11.336225 -50.0
5 18.824173 9.323286 39.416504 -73.9 9.888883 -50.0
6 19.736731 7.876536 30.368788 -73.0 8.42615 -60.0
7 21.806863 3.959306 22.581159 -70.8 4.166533 -70.0
8 21.353088 4.846253 22.581159 -71.3 5.225897 -70.0
9 21.914662 3.710328 29.875317 -70.7 4.06325 -60.0
10 22.663774 2.634014 29.881903 -69.8 3.155947 -60.0
11 22.191884 4.175548 29.875317 -70.3 4.572745 -60.0
12 22.051841 3.915191 29.875317 -70.5 4.330127 -60.0
13 21.336119 5.148008 29.875317 -71.3 5.771482 -60.0
14 21.907501 5.091188 30.394198 -70.6 5.8 -60.0
15 23.728721 6.157006 31.263802 -68.1 7.168682 -60.0
16 25.774509 5.377364 30.924826 -65.5 6.538348 -60.0
17 28.379939 2.992618 30.401578 -62.1 4.073082 -60.0
18 28.767974 4.371807 39.401578 -61.5 5.17204 -50.0
19 29.535269 3.379998 39.401578 -60.6 3.954744 -50.0
20 29.35605 4.044985 39.401578 -60.8 4.621688 -50.0
