gen mean_fit std_fit max_fit
2 32.090573 33.060092 89.661683
3 46.884954 28.853402 89.661683
4 56.487514 26.563838 89.661683
5 63.965783 24.961692 89.661683
6 67.553226 23.89527 89.661683
7 75.888367 18.312537 90.812892
8 81.471155 14.487032 91.652892
9 85.261087 11.688935 91.652892
10 85.081884 12.236051 91.712892
11 84.35064 17.507729 91.712892
12 88.404359 5.473901 91.712892
13 87.987162 6.139368 91.712892
14 89.023426 4.615199 91.712892
15 89.335227 4.757302 91.712892
16 89.282847 4.90394 91.712892
17 90.077154 4.700446 91.712892
18 90.22111 4.920415 91.806794
19 90.861378 3.305559 91.806794
20 90.54756 4.756275 91.806794
