gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 5.492839 16.700321 51.270125 -93.635513 28.310544 -15.098376
1 14.462352 21.348865 52.792433 -78.629223 36.004118 -14.578675
2 28.234018 20.264845 53.831124 -55.576767 33.608646 -11.122464
3 29.641442 21.773246 55.571971 -53.552686 36.28247 -9.059164
4 32.311419 21.543925 55.571971 -48.937634 36.136351 -9.059164
5 32.687149 21.179417 56.292524 -48.225782 35.158405 -7.494554
6 37.443771 18.153764 56.292524 -40.534787 30.170704 -7.494554
7 38.102544 19.203437 58.077394 -39.235735 31.976723 -5.21755
8 40.000045 18.973938 59.225795 -35.814722 31.249841 -2.272207
9 44.733558 16.513567 60.346606 -28.199917 27.935529 -0.738522
10 44.961781 15.109723 60.346606 -27.656009 25.432782 0.390542
11 41.353191 17.731057 60.346606 -33.4462 29.544863 0.390542
12 41.239215 19.855961 60.346606 -33.44397 33.402255 0.390542
13 44.650907 18.047029 60.599924 -27.614764 30.255758 0.799536
14 44.993281 19.391609 60.599924 -26.969471 32.78081 0.799536
15 43.647544 21.405855 60.996612 -29.264515 36.301957 1.437807
16 49.64363 13.64337 60.996612 -19.053008 23.393394 1.437807
17 45.930973 21.351017 60.996612 -25.369161 36.709241 1.437807
18 50.711065 13.535068 60.996612 -17.155702 23.10571 1.437807
19 49.630344 15.119413 60.996612 -18.880506 25.890942 1.437807
20 54.329692 7.320434 60.996612 -10.937283 12.606448 1.437807
21 54.581505 7.618417 60.996612 -10.509222 13.347604 1.437807
22 51.873578 13.286034 61.479335 -14.991928 22.60703 1.795781
23 54.024491 8.657065 61.479335 -11.436076 14.726045 1.795781
24 53.659707 11.027356 61.479335 -12.091593 19.002712 1.795781
25 52.060376 14.737972 61.479335 -14.785212 25.292184 1.795781
26 54.494939 9.034358 61.479335 -10.432965 15.481443 1.795781
27 56.084094 5.682708 61.479335 -7.747079 9.887289 1.795781
28 53.514649 10.127153 61.479335 -12.157358 17.23833 1.795781
29 56.254833 7.811102 61.479335 -7.294375 13.094394 1.795781
30 54.066033 11.076204 61.713803 -11.285196 19.046643 2.609339
