gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 9.017443 22.125767 69.295248 -88.184688 37.610233 17.394627
1 26.01183 22.724959 69.295248 -58.820805 38.204464 17.394627
2 38.772102 21.821483 69.295248 -37.482553 36.766696 17.394627
3 49.557092 17.085354 69.295248 -19.408743 28.814186 17.394627
4 55.959719 7.969241 69.295248 -9.005101 14.721331 17.394627
5 56.411606 11.559295 69.295248 -7.700443 20.268801 17.394627
6 56.986023 9.797624 69.295248 -6.781231 17.453751 17.394627
7 59.390862 8.925792 69.295248 -2.134785 16.044128 17.394627
8 56.604098 11.267841 69.295248 -6.78547 20.073446 17.394627
9 57.797946 10.752634 69.295248 -4.884754 19.573221 17.394627
10 60.570687 9.754764 69.295248 0.451194 17.557313 17.394627
11 63.291615 6.306344 69.295248 5.624618 12.018608 17.394627
12 64.258062 6.210098 69.295248 7.504334 11.468904 17.394627
13 62.91269 8.545306 69.295248 4.973236 15.343929 17.394627
14 63.854966 6.103489 69.295248 6.590473 11.543476 17.394627
15 59.503609 13.867431 69.295248 -0.886849 24.315747 17.394627
16 64.388623 5.550743 69.295248 7.570011 10.698545 17.394627
17 60.453528 9.932138 69.295248 0.236696 17.903621 17.394627
18 62.516239 9.817016 69.295248 4.167658 17.834964 17.394627
19 64.218091 6.339603 69.295248 7.379028 11.868153 17.394627
20 60.044514 9.653486 69.295248 -0.600583 17.971964 17.394627
21 61.720656 10.022215 69.295248 2.607483 18.188315 17.394627
22 62.24378 7.666775 69.295248 3.575459 14.272654 17.394627
23 62.104792 12.019683 69.295248 3.695116 20.663074 17.394627
24 61.403785 12.057615 69.295248 2.25049 21.55068 17.394627
25 62.357267 9.885584 69.295248 3.883694 17.680418 17.394627
26 62.83185 8.094442 69.295248 4.721939 14.741366 17.394627
27 62.122955 8.642749 69.295248 3.355393 15.685273 17.394627
28 62.994097 6.670925 69.295248 4.781121 12.678858 17.394627
29 60.807965 11.061183 69.295248 1.035059 19.898052 17.394627
30 60.724012 12.025146 69.295248 1.172291 20.981402 17.394627
