gen mean_fit std_fit max_fit
2 16.313482 33.461012 92.950924
3 18.087105 34.06173 92.950924
4 20.766662 34.605363 92.950924
5 23.590756 35.691918 92.950924
6 25.174375 36.179797 92.950924
7 27.964768 36.845802 92.950924
8 31.499099 37.927421 92.950924
9 34.847407 37.902664 92.950924
10 40.639142 37.801698 92.950924
11 48.457868 37.992435 93.208118
12 55.121033 36.43342 93.208118
13 58.28685 35.531474 93.208118
14 65.494677 32.691097 93.208118
15 71.264443 29.981923 93.208118
16 77.144799 24.580714 93.208118
17 84.163138 16.633154 93.208118
18 86.590054 16.790263 93.208118
19 88.46206 13.796171 93.412142
20 89.907454 9.684257 93.431062
