gen mean_fit std_fit max_fit
2 13.212475 30.702494 87.237882
3 31.330504 37.780465 90.276678
4 48.164378 37.978101 90.276678
5 70.501615 28.769441 90.276678
6 72.421739 29.365062 90.276678
7 67.145712 34.555726 90.276678
8 70.68326 32.778055 90.276678
9 70.121923 34.126611 90.276678
10 73.727318 32.627106 90.276678
11 82.242917 20.978781 90.276678
12 81.112343 25.44357 90.276678
13 81.586339 24.05517 90.276678
14 78.976502 28.180251 90.276678
15 76.043769 31.650525 90.674198
16 79.458991 27.007206 90.674198
17 75.329607 32.280356 90.674198
18 80.128274 27.578772 90.996678
19 79.127946 29.459083 90.996678
20 77.842956 30.996118 90.996678
