gen mean_fit std_fit max_fit
2 33.486725 37.219101 91.437367
3 50.692221 36.241918 91.437367
4 66.141773 30.680512 91.437367
5 72.555111 30.076629 91.437367
6 73.96521 28.358339 92.030607
7 73.477376 28.308467 92.030607
8 76.663924 25.427093 92.030607
9 76.592956 27.356963 92.030607
10 73.583531 30.657144 92.030607
11 72.691807 32.239676 92.030607
12 76.991668 28.538459 92.030607
13 81.336196 24.877967 92.249013
14 89.155865 9.415171 92.249013
15 89.047401 11.168684 92.309013
16 90.580695 5.355302 92.896695
17 90.82538 4.837985 92.896695
18 90.314447 6.77356 93.206695
19 90.280171 7.118036 93.386695
20 91.09714 5.53424 93.386695
