gen mean_fit std_fit max_fit
2 18.25518 30.057801 88.806794
3 23.56187 31.501027 88.806794
4 27.741446 31.338321 88.806794
5 32.331597 30.647276 88.806794
6 38.596552 29.741461 88.806794
7 45.924311 27.080729 88.806794
8 52.93986 23.090497 88.806794
9 59.324653 19.645825 89.603414
10 62.019055 19.586428 89.603414
11 62.730298 21.59766 89.603414
12 68.109612 12.193562 89.603414
13 66.434416 19.13286 89.603414
14 67.654788 19.219717 89.603414
15 71.449508 10.892516 89.603414
16 73.7504 5.942322 89.603414
17 73.253917 10.776002 89.603414
18 73.774993 13.332993 89.603414
19 72.989331 15.702063 90.321683
20 77.29896 5.540955 90.321683
