gen mean_fit std_fit max_fit
2 8.89585 19.519088 58.513561
3 16.527653 20.651087 58.513561
4 26.714289 20.884998 58.513561
5 43.321478 16.193124 58.513561
6 51.550981 14.559427 58.513561
7 55.359993 12.754452 58.513561
8 57.5658 6.434198 58.513561
9 53.877353 15.623289 58.513561
10 54.24662 14.74623 58.513561
11 53.64844 15.733064 58.513561
12 56.132522 10.497482 58.513561
