gen mean_fit std_fit max_fit
2 16.172 31.040284 89.306695
3 24.602728 33.954585 89.306695
4 29.833108 34.994453 89.306695
5 36.172943 35.176344 89.306695
6 42.510039 34.318348 89.306695
7 49.899085 32.405762 89.306695
8 59.583504 27.150303 89.361683
9 68.013073 19.678648 89.361683
10 73.713353 14.304413 89.361683
11 74.193028 19.025392 89.361683
12 77.210534 15.548928 89.361683
13 77.190332 17.235867 89.361683
14 81.600467 11.174604 89.361683
15 83.228697 8.368813 89.366695
16 85.164865 5.328758 89.366695
17 86.653781 4.193963 89.406794
18 88.100684 1.609925 89.411732
19 88.622532 1.078507 89.411732
20 88.799796 0.807107 89.411732
