gen mean_fit std_fit max_fit
2 32.093077 41.80983 93.019688
3 51.445048 42.870528 93.443558
4 66.988143 37.997687 93.510571
5 84.728511 21.492072 93.868354
6 81.827535 28.10045 93.868354
7 89.21329 14.846651 93.868354
8 85.554675 22.215363 93.868354
9 87.476034 20.419265 94.223558
10 88.520729 15.550738 94.223558
11 84.804023 25.817485 94.223558
12 86.941765 20.129642 94.223558
13 84.044556 26.212315 94.223558
14 87.804891 18.91686 94.223558
15 87.540583 20.422667 94.223558
16 83.526404 26.522815 94.223558
17 85.821897 22.70058 94.480945
18 90.14987 12.38431 94.480945
19 87.202843 22.531977 94.480945
20 89.118683 17.552862 94.480945
