gen mean_fit std_fit max_fit
2 11.428565 25.428753 75.273152
3 19.808203 28.336866 75.273152
4 26.432759 29.496987 75.273152
5 32.603036 28.195129 75.273152
6 42.600474 24.861951 85.721837
7 48.258827 22.754406 85.721837
8 53.776117 20.734966 85.721837
9 55.035069 22.613588 85.721837
10 57.441548 20.225367 85.721837
11 58.980498 22.27152 87.152892
12 61.046966 21.203905 87.152892
13 60.768586 22.779904 87.152892
14 59.500007 25.480773 87.152892
15 65.916599 16.030087 87.152892
16 63.98375 20.903425 88.116796
17 65.258655 21.658339 88.116796
18 66.279581 18.910409 88.116796
19 66.950018 21.867982 88.116796
20 72.118642 12.630739 88.116796
