gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 9.241215 20.576941 69.295248 -87.713846 35.01829 17.394627
1 25.433429 22.923439 69.295248 -60.012594 38.722059 17.394627
2 48.08841 15.009015 69.295248 -22.189175 25.8535 17.394627
3 52.358374 14.589742 69.295248 -14.62841 24.885094 17.394627
4 54.023058 12.201215 69.295248 -11.950083 21.265397 17.394627
5 55.101498 11.715883 69.295248 -9.857591 20.72513 17.394627
6 55.965123 10.370267 69.295248 -8.564229 18.672662 17.394627
7 56.150519 11.098395 69.295248 -8.056852 20.351334 17.394627
8 56.544608 9.205906 69.295248 -7.576529 17.429098 17.394627
9 55.356805 16.34953 69.295248 -8.650501 28.092981 17.394627
10 54.607018 14.34163 69.295248 -10.047564 25.535701 17.394627
11 56.457104 13.635698 69.295248 -6.725997 24.127169 17.394627
12 59.223901 12.52081 69.295248 -1.538778 22.055647 17.394627
13 59.822078 10.199184 69.295248 -0.615651 18.542763 17.394627
14 59.115431 14.759675 69.295248 -1.23282 25.454707 17.394627
15 58.810498 14.927243 69.295248 -1.85386 26.003674 17.394627
16 60.344071 11.968397 69.295248 0.572588 21.162296 17.394627
17 61.115674 11.987946 69.295248 2.121313 20.907325 17.394627
18 62.844889 9.625107 69.295248 5.145634 17.167589 17.394627
19 61.693935 10.876159 69.295248 2.91821 19.441089 17.394627
20 62.708409 8.20243 69.315233 4.50509 15.379098 17.444591
21 63.807456 6.972546 69.315233 6.560008 13.178839 17.444591
22 61.992616 11.10284 69.399347 3.43014 19.79591 17.654875
23 62.760554 9.163334 69.399347 4.67713 16.456703 17.654875
24 62.125671 9.2997 69.399347 3.545482 16.727479 17.654875
25 63.513979 8.321213 69.399347 6.119272 14.943349 17.654875
26 64.212368 7.365392 69.399347 7.441901 13.220112 17.654875
27 63.684643 6.862746 69.399347 6.300548 12.904658 17.654875
28 60.174713 11.548808 69.399347 0.041639 20.783695 17.654875
29 62.976177 10.077853 69.399347 5.165128 17.744858 17.654875
30 63.776847 7.724104 69.399347 6.646223 13.892306 17.654875
