gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 9.463412 29.835326 89.467123 -80.1 41.744418 57.4
1 10.042717 29.152335 87.139358 -80.046 39.653649 29.8
2 1.455134 18.064837 87.237882 -91.944 22.286876 30.4
3 2.919643 14.811298 90.479745 -90.148 20.587581 65.2
4 5.518891 14.074993 83.717119 -87.754 16.107361 4.6
5 13.118361 20.336839 84.923222 -78.904 23.887109 14.8
6 16.443966 21.558242 87.113532 -74.466 27.383821 29.8
7 18.927301 20.862981 87.500213 -71.676 26.998352 40.0
8 23.48304 22.123334 87.500213 -66.21 29.405488 40.0
9 27.748113 27.276843 88.917733 -59.09 39.133652 52.0
10 41.543774 35.955482 88.917733 -36.132 54.914736 52.0
11 42.010347 36.135566 88.917733 -35.34 55.485021 52.0
12 53.029815 36.249854 89.370082 -16.406 58.464296 56.8
13 69.630771 30.881842 88.917733 12.568 52.38214 52.0
14 76.207025 23.074303 88.917733 23.026 43.362921 52.0
15 84.816069 13.024296 88.917733 40.366 27.838219 52.0
16 87.949064 5.783786 88.917733 48.96 13.207513 52.0
17 88.917733 0.0 88.917733 52.0 0.0 52.0
18 88.917733 0.0 88.917733 52.0 0.0 52.0
19 88.917733 0.0 88.917733 52.0 0.0 52.0
20 88.917733 0.0 88.917733 52.0 0.0 52.0
