gen mean_fit std_fit max_fit
2 15.073642 29.699552 88.716796
3 23.390445 31.673535 88.716796
4 39.544075 30.856253 89.192892
5 56.661263 22.405605 89.551733
6 63.240525 22.998261 89.551733
7 66.770268 26.185246 89.956695
8 68.535291 28.479355 89.956695
9 79.151376 21.543147 89.956695
10 80.576232 23.175544 89.956695
11 84.871149 14.796942 89.956695
12 84.549264 16.619462 89.956695
13 84.951628 14.699701 89.956695
14 85.498675 16.398662 89.956695
15 84.393628 15.971477 89.956695
16 84.894028 16.652088 89.956695
17 85.550349 14.951032 89.956695
18 84.728895 17.369032 89.956695
19 83.132834 20.67405 89.956695
20 81.141859 21.865253 89.956695
