gen mean_fit std_fit max_fit
2 13.124415 30.196577 93.090571
3 17.490755 32.640643 93.090571
4 19.007696 32.362014 93.090571
5 24.52338 35.682444 93.090571
6 27.667142 36.329001 93.090571
7 35.401999 38.80491 93.090571
8 40.576731 39.719427 93.090571
9 46.138417 39.560362 93.107846
10 53.822139 38.458821 93.107846
11 60.979716 35.970362 93.107846
12 69.705803 31.721258 93.107846
13 76.300031 26.673559 93.150571
14 81.265137 20.056286 93.150571
15 87.193743 11.929796 93.150571
16 87.862568 13.929854 93.150571
17 88.437515 12.114438 93.150571
18 90.723567 1.252624 93.150571
19 89.028343 12.580206 93.171655
20 91.111996 1.061024 93.171655
