gen mean_fit std_fit max_fit
2 -3.080384 0.856047 -2.70805
3 -2.857276 0.590153 -2.70805
4 -2.848353 0.539042 -2.70805
5 -2.937507 0.715981 -2.70805
6 -2.871017 0.645051 -2.70805
7 -2.833477 0.542745 -2.70805
8 -2.970864 0.769199 -2.70805
9 -3.027644 0.867036 -2.70805
10 -2.903811 0.718318 -2.70805
11 -2.870018 0.596753 -2.70805
12 -2.971339 0.814878 -2.70805
