gen mean_fit std_fit max_fit
2 46.967505 39.365107 92.019467
3 71.955284 30.936789 92.496678
4 79.699797 28.266209 93.108788
5 85.941669 20.094334 93.108788
6 82.596052 26.224957 93.108788
7 85.966145 22.682475 93.22521
8 83.846541 25.681425 93.22521
9 81.060824 28.572223 93.43505
10 84.609376 24.711061 93.566611
11 83.478233 25.781792 93.566611
12 80.293866 31.18629 94.12625
13 82.554744 28.407845 94.12625
14 84.101857 26.081863 94.780945
15 83.094902 27.076441 94.780945
16 83.937334 23.482561 94.780945
17 85.717717 22.566923 94.780945
18 88.44307 18.888709 94.780945
19 86.865171 18.966149 94.780945
20 89.565607 15.297091 94.780945
