gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 9.098475 19.45632 47.788983 -87.621085 32.810786 -22.265594
1 19.857396 19.821611 51.588209 -69.307355 33.029639 -15.765584
2 30.334916 19.44837 54.856843 -52.181013 32.718691 -10.973421
3 29.019652 21.842755 54.856843 -54.324603 36.496006 -10.691006
4 34.530447 20.410721 59.451334 -45.079864 34.104324 -1.578955
5 38.662516 18.725045 59.451334 -37.650279 30.924732 -1.578955
6 38.545315 17.472382 60.361721 -37.331031 28.753263 0.44092
7 39.543552 17.737525 60.361721 -35.909607 29.49514 0.44092
8 39.142051 20.677919 60.361721 -36.994129 34.594003 0.44092
9 38.78178 19.439602 60.388085 -37.482647 32.402322 0.506829
10 43.900494 17.181086 60.388085 -28.843366 28.434868 0.506829
11 48.429712 12.169432 60.388085 -21.353642 20.186713 0.506829
12 48.176459 12.778294 60.388085 -22.249354 21.477829 0.506829
13 46.837055 14.302468 68.486346 -24.279425 24.186203 14.832446
14 46.974575 15.423716 68.486346 -24.028626 25.975002 14.832446
15 47.268731 14.938021 68.486346 -23.458464 25.551112 14.832446
16 47.353769 16.515042 68.486346 -23.264801 27.989079 14.832446
17 46.566039 18.647932 68.486346 -24.397663 31.375205 14.832446
18 49.294025 14.262587 68.486346 -19.914006 24.431207 14.832446
19 50.297692 13.487523 68.486346 -18.058786 23.073273 14.832446
20 50.299026 12.370693 68.486346 -17.935311 20.961152 14.832446
21 50.985868 13.427099 68.486346 -16.665528 23.100374 14.832446
22 51.007139 12.260618 68.486346 -16.696157 20.620165 14.832446
23 52.082488 13.046727 68.486346 -15.202133 22.216767 14.832446
24 52.769538 13.752883 68.486346 -14.119881 23.49659 14.832446
25 54.432556 9.238119 68.486346 -11.518405 16.109619 14.832446
26 53.817108 12.482831 68.486346 -12.372353 21.218907 14.832446
27 53.828707 11.127624 68.486346 -12.532837 18.966146 14.832446
28 56.960183 7.975272 68.486346 -7.166667 14.200168 14.832446
29 54.689988 11.924332 68.486346 -11.159506 20.531628 14.832446
30 56.063192 9.442231 68.486346 -8.670227 16.568959 14.832446
