gen mean_fit std_fit max_fit
2 17.131173 29.395203 75.652892
3 23.985391 30.895903 75.652892
4 32.934183 30.82992 75.652892
5 40.375842 29.101909 86.856168
6 49.948269 25.002125 87.332828
7 60.100115 20.032529 89.492892
8 66.20212 19.547969 89.745064
9 72.92936 16.074679 89.745064
10 74.49386 20.181758 89.745064
11 78.627413 15.728124 90.452892
12 82.618888 11.100933 90.452892
13 78.144943 26.484559 91.111733
14 83.636206 16.511508 91.111733
15 83.227277 19.420317 91.111733
16 81.366863 25.031335 91.111733
17 82.410561 23.530725 91.111733
18 84.862293 20.094231 91.111733
19 86.452415 15.811759 91.111733
20 84.718296 20.217522 91.111733
