gen mean_fit std_fit max_fit
2 9.556314 29.604127 89.94704
3 13.692868 32.524869 89.94704
4 18.492639 35.47442 89.94704
5 24.736499 37.931154 89.94704
6 31.546525 39.444376 89.94704
7 35.826217 39.326826 89.94704
8 44.510655 39.05777 89.94704
9 50.116454 37.506264 89.94704
10 55.218802 35.591021 89.94704
11 61.420782 33.049249 89.94704
12 68.765158 28.940481 89.94704
13 73.398635 25.592297 89.94704
14 79.56649 18.054351 89.94704
15 81.342044 18.734401 89.94704
16 82.810916 17.549343 89.94704
17 83.097377 16.896561 89.94704
18 87.381035 0.627238 89.94704
19 81.862717 20.377404 89.94704
20 86.665964 3.997082 89.94704
