gen mean_fit std_fit max_fit
2 20.853802 35.569932 92.6639
3 27.440163 37.890245 93.647281
4 33.761802 39.108285 94.216054
5 42.458391 39.785216 94.216054
6 53.336285 39.158735 94.252404
7 60.202212 36.473746 94.252404
8 69.592547 31.747735 94.252404
9 76.261391 26.029113 94.252404
10 83.40601 17.936348 94.252404
11 88.8899 9.865394 94.252404
12 90.84363 7.951166 94.360945
13 90.730267 9.975555 94.360945
14 90.5484 12.732331 94.360945
15 92.685034 0.935596 94.360945
16 91.358858 10.458641 94.822788
17 93.025764 0.852147 94.822788
18 93.148945 0.834004 94.822788
19 93.317649 0.736984 94.822788
20 93.411222 0.706877 94.822788
