gen mean_fit std_fit max_fit
2 60.749908 19.822435 82.552245
3 64.840738 20.656782 83.012245
4 67.870015 20.912334 83.012245
5 70.576071 21.146487 83.012245
6 81.381541 3.215582 83.012245
7 82.565147 2.622139 83.012245
8 82.377205 3.913157 83.012245
9 82.278485 3.913771 83.012245
10 82.018645 3.868994 83.012245
11 82.683925 1.869238 83.012245
12 81.695285 5.383662 83.012245
13 81.863125 5.025131 83.012245
14 82.436405 2.517879 83.012245
15 80.877525 6.312387 83.012245
16 81.395925 6.249505 83.012245
17 82.519125 3.406041 83.012245
18 81.918005 4.728139 83.012245
19 82.419765 3.518494 83.012245
20 82.502485 3.001004 83.012245
