gen mean_fit std_fit max_fit
2 1.607538 17.501153 89.378539
3 3.885068 20.411674 89.378539
4 4.737589 20.3207 89.378539
5 4.836178 20.293755 89.378539
6 5.782827 20.484963 89.378539
7 8.17793 20.916899 89.378539
8 9.47719 22.542628 89.41704
9 11.055984 22.932361 89.41704
10 13.057981 24.142819 89.41704
11 14.124279 23.755173 89.41704
12 19.462663 28.119671 89.558539
13 26.086044 30.156317 89.558539
14 30.221342 30.254738 89.558539
15 32.645759 30.963798 89.558539
16 38.686975 30.915663 89.849573
17 44.238704 29.907532 89.849573
18 49.179935 29.249005 89.849573
19 55.340822 27.289396 89.849573
20 59.274588 26.660883 89.849573
