gen mean_fit std_fit max_fit
2 8.261242 26.06672 87.154
3 12.163867 28.962631 87.154
4 14.406712 29.638739 87.154
5 17.835644 30.988026 87.154
6 23.13074 32.742141 87.154
7 27.575999 33.682529 87.154
8 32.088591 33.993595 87.154
9 36.180341 34.139623 87.19004
10 43.904599 33.187399 89.350924
11 49.806696 32.812933 90.65642
12 52.82268 31.720539 90.65642
13 57.477114 28.626937 90.65642
14 62.452134 27.161622 90.65642
15 65.168759 25.626232 90.65642
16 68.586257 24.303214 90.65642
17 73.73318 18.891206 90.65642
18 75.49269 20.532792 90.65642
19 76.23825 21.599057 90.65642
20 76.888009 23.029622 90.65642
