gen mean_fit std_fit max_fit
2 14.412394 26.854114 91.231679
3 24.344631 27.592839 91.231679
4 32.765733 27.975608 91.231679
5 39.558248 30.815748 92.492828
6 46.594786 32.37208 92.492828
7 56.463051 31.724424 92.492828
8 62.194939 32.689008 92.492828
9 70.153662 31.765762 92.492828
10 72.318718 32.118024 92.492828
11 74.292897 29.741391 92.612828
12 70.392431 33.409079 92.612828
13 72.095353 33.353163 92.968354
14 74.24544 32.686396 92.968354
15 74.553672 30.884327 92.968354
16 76.954937 28.050392 92.968354
17 77.279724 30.957363 92.968354
18 77.68254 30.329459 92.968354
19 74.293796 34.549266 92.968354
20 76.969711 34.260072 92.968354
