gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -5.14043 2.204494 4.179917 -96.7 11.050339 -50.0
1 -4.61377 2.636868 4.023649 -94.3 13.435401 -50.0
2 -3.692525 3.418031 6.059829 -89.5 17.51428 -40.0
3 -1.717297 3.95306 6.059829 -78.9 20.537527 -40.0
4 -0.578059 3.937679 6.023649 -73.2 20.826906 -40.0
5 0.209782 4.337474 6.023649 -69.3 22.4613 -40.0
6 1.158109 4.168558 6.059829 -64.4 21.694239 -40.0
7 1.696955 4.261645 6.059829 -61.8 22.062638 -40.0
8 1.710745 4.577146 7.890752 -62.1 23.970607 -30.0
9 3.146329 3.416775 8.023649 -54.4 17.794381 -30.0
10 3.611256 3.306002 8.119467 -52.0 17.088007 -30.0
11 4.372858 2.806513 8.119467 -48.2 14.309437 -30.0
12 4.79492 2.620739 8.119467 -46.3 13.390668 -30.0
13 5.437599 2.03358 8.119467 -43.1 10.648474 -30.0
14 5.866087 1.27757 8.119467 -40.9 6.339558 -30.0
15 5.831441 1.924646 8.119467 -41.1 9.684524 -30.0
16 6.117831 1.643591 8.119467 -39.7 8.056674 -30.0
17 6.122116 2.381951 8.119467 -39.6 11.825396 -30.0
18 6.439707 1.463076 8.119467 -38.0 7.211103 -30.0
19 6.930782 1.886898 8.119467 -35.7 9.407975 -30.0
20 7.514984 1.40501 8.119467 -32.9 6.970653 -30.0
