gen mean_fit std_fit max_fit
2 25.271136 34.929321 90.242129
3 47.025756 36.083895 90.984008
4 56.157483 37.533651 90.984008
5 79.837185 23.106633 90.984008
6 84.436314 17.967151 90.984008
7 81.684413 25.839559 90.984008
8 83.557147 22.42248 90.984008
9 84.218721 21.060269 90.984008
10 87.280941 15.553521 90.984008
11 84.56629 22.066813 90.984008
12 82.780621 23.749751 90.984008
13 78.956993 29.44648 90.984008
14 75.621886 32.667289 91.104008
15 76.712498 31.349663 91.104008
16 85.594404 19.137818 91.104008
17 81.912671 24.188932 91.104008
18 87.225206 15.123707 91.104008
19 85.058368 20.200252 91.104008
20 82.895687 22.863825 91.104008
