gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -5.506644 1.05991 -0.777652 -96.9 10.741974 -50.0
1 -4.750113 5.472194 48.24773 -93.4 19.194791 50
2 -4.124297 7.574651 48.24773 -91.1 23.532743 50
3 -4.339671 7.568722 48.24773 -93.4 22.504222 50
4 -4.827818 1.373182 -0.877736 -90.5 14.239031 -50.0
5 -3.877418 5.429902 48.24773 -84.6 19.820192 50
6 -3.374294 7.466335 48.24773 -83.6 22.339203 50
7 -3.826985 5.35919 48.24773 -84.2 17.898603 50
8 -3.64189 1.291096 -0.986452 -78.5 13.067134 -50.0
9 -3.359908 0.977469 -0.826 -76.0 9.69536 -50.0
10 -3.003122 0.653757 -2.7301 -72.6 6.421838 -70.0
11 -2.940101 0.593236 -2.7301 -72.0 5.830952 -70.0
12 -2.888098 0.72192 1.2699 -71.5 7.123903 -30.0
13 -2.896032 0.661434 -0.860786 -71.6 6.590903 -50.0
14 -2.772241 0.285656 -2.7301 -70.4 2.8 -70.0
15 -2.861208 0.599111 -2.7301 -71.3 5.942222 -70.0
16 -2.77112 0.285763 -2.7301 -70.4 2.8 -70.0
17 -2.750513 0.203111 -2.7301 -70.2 1.989975 -70.0
18 -2.730451 0.003492 -2.7301 -70.0 0.0 -70.0
19 -2.750864 0.203106 -2.7301 -70.2 1.989975 -70.0
20 -2.7601 0.298496 -2.7301 -70.3 2.984962 -70.0
