gen mean_fit std_fit max_fit
2 45.911564 42.250974 94.696695
3 68.085447 34.124368 94.696695
4 85.328149 22.205289 94.763558
5 92.071353 10.942447 94.763558
6 92.799325 7.745091 94.835214
7 93.638278 5.097644 94.835214
8 92.833005 7.202281 94.835214
9 92.332646 10.303351 94.870101
10 92.856513 9.659523 94.870101
11 93.481625 6.302665 94.870101
12 92.976021 7.612715 94.870101
