gen mean_fit std_fit max_fit
2 26.371463 34.134988 87.272892
3 41.261366 32.255887 87.272892
4 53.570466 27.107885 87.272892
5 63.219748 20.796752 87.272892
6 68.333361 19.943912 87.632892
7 71.247729 18.454296 87.632892
8 73.081904 20.993678 87.632892
9 72.629208 23.671453 87.632892
10 77.821486 15.912821 87.632892
11 77.820518 18.052827 87.632892
12 78.142158 21.298007 87.632892
13 79.402367 18.963655 87.632892
14 76.513233 25.631708 87.632892
15 78.411873 21.83759 87.632892
16 78.302122 23.131653 90.756393
17 76.931388 25.515155 90.756393
18 81.763936 18.000604 90.756393
19 78.969309 22.592829 90.756393
20 83.591031 15.256395 90.756393
