gen mean_fit std_fit max_fit
2 10.491506 20.880067 66.095851
3 17.841612 23.518619 69.793561
4 29.048094 23.466405 69.793561
5 36.36353 23.365605 69.793561
6 42.530415 24.573494 69.793561
7 54.713413 22.102718 69.793561
8 67.291246 8.588757 69.793561
9 66.282154 13.428551 69.793561
10 68.717564 7.20542 69.793561
11 67.596991 10.760956 69.793561
12 69.155763 5.354152 69.793561
