gen mean_fit std_fit max_fit
2 23.07857 32.192092 91.476393
3 34.663033 33.413874 91.476393
4 47.546675 30.994986 91.476393
5 58.959995 24.688635 91.476393
6 66.345287 20.329824 92.334725
7 72.307668 17.962255 92.334725
8 74.755124 20.284116 92.334725
9 77.721283 18.872389 92.334725
10 77.936543 24.836741 92.334725
11 84.713476 17.554595 92.40216
12 90.353386 1.8078 92.469651
13 90.820933 2.294846 92.552466
14 91.267703 1.779041 92.552466
15 91.770195 1.340458 92.620188
16 91.866515 1.915031 92.620188
17 91.820023 1.674281 92.71124
18 91.840603 2.137525 94.052746
19 90.969754 6.452371 94.158358
20 89.668562 9.402219 94.180019
