gen mean_fit std_fit max_fit
2 35.306973 35.405513 89.046794
3 48.260469 32.013267 89.046794
4 62.66366 21.837587 89.046794
5 68.507508 18.122891 89.046794
6 71.660685 19.287929 89.051732
7 71.008325 25.219193 89.051732
8 77.965234 18.645212 89.176695
9 80.246852 18.911978 89.471732
10 87.688498 3.727756 89.478708
11 89.139403 0.161235 89.478708
12 88.325406 8.458479 89.478708
13 88.688889 3.896737 89.778708
14 89.063528 2.283207 90.572892
15 82.116788 22.141832 91.466695
16 82.862232 19.873821 91.466695
17 85.176822 16.405324 91.466695
18 85.146729 15.76495 92.066695
19 85.329908 14.436474 92.066695
20 87.251562 10.533315 92.071733
