gen mean_fit std_fit max_fit
2 6.851427 23.359508 85.662547
3 10.111233 24.685542 85.662547
4 18.776653 28.055621 87.032892
5 24.700249 29.043273 87.032892
6 33.114871 27.587933 87.032892
7 41.746241 25.047248 87.032892
8 46.830512 24.0518 87.032892
9 52.327093 21.827515 87.032892
10 55.514903 22.409081 87.762547
11 57.952824 21.29768 87.762547
12 56.600889 24.931347 87.762547
13 60.116342 23.293711 87.762547
14 59.616221 25.632517 94.180019
15 65.978717 18.257273 94.180019
16 61.905393 26.243991 94.180019
17 67.258509 22.668207 94.180019
18 65.549363 26.565608 94.180019
19 72.435886 19.249865 94.180019
20 72.767318 24.682391 94.180019
