gen mean_fit std_fit max_fit
2 58.740203 19.987031 85.146677
3 64.46569 20.320076 85.146677
4 66.765936 24.260961 85.146677
5 73.779182 16.074174 85.146677
6 74.380714 19.781657 85.146677
7 80.467931 4.984445 85.146677
8 82.235398 2.925835 85.146677
9 81.68772 4.863763 85.146677
10 81.614773 4.698759 85.146677
11 82.451854 2.203364 85.146677
12 81.9082 4.567252 85.146677
13 81.74964 3.331848 85.146677
14 82.687228 1.640571 85.146677
15 81.19828 5.7834 85.146677
16 80.982063 5.293549 85.146677
17 81.9194 3.268822 85.146677
18 82.15876 3.568344 85.146677
19 81.513514 5.384805 85.146677
20 80.614767 6.151823 85.146677
