gen mean_fit std_fit max_fit
2 14.404986 30.302736 88.983229
3 22.244474 34.192382 88.983229
4 37.989257 36.874778 89.546611
5 46.317849 36.529592 89.993025
6 60.154387 33.544296 92.219599
7 69.895315 30.441058 92.219599
8 74.043826 30.110672 92.219599
9 81.859806 20.418154 92.219599
10 82.610886 18.788608 92.219599
11 80.657003 23.572414 92.219599
12 84.521448 17.587951 92.219599
13 85.34956 15.717015 92.219599
14 84.749557 18.028063 92.219599
15 85.240988 14.718485 92.219599
16 84.71604 17.829876 92.219599
17 85.648374 15.706218 92.663558
18 84.104953 19.065132 92.663558
19 85.36226 17.607027 92.663558
20 83.980762 18.199021 92.663558
