gen mean_fit std_fit max_fit
2 52.526682 40.735501 94.239644
3 75.003908 31.698868 94.40385
4 90.639588 12.116565 94.436119
5 93.135244 1.12145 94.436119
6 93.980369 0.442933 94.436119
7 94.239234 0.292764 94.436119
8 94.317443 0.221863 94.436119
9 94.34957 0.186282 94.436119
10 94.357635 0.180114 94.436119
11 94.346586 0.208744 94.436119
12 94.307201 0.517174 94.436119
13 94.339656 0.20844 94.436119
14 94.35615 0.190439 94.436119
15 94.346257 0.257978 94.436119
16 94.326557 0.287793 94.436119
17 94.323007 0.231834 94.436119
18 94.306767 0.451694 94.436119
19 94.355061 0.181643 94.436119
20 94.356969 0.177563 94.436119
