gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.80614 16.619416 51.514066 -85.5103 27.29033 -14.143223
1 20.428758 19.459333 52.084774 -66.443016 31.858229 -14.143223
2 27.511015 19.247076 52.695906 -54.834903 31.404799 -14.143223
3 32.535301 18.793195 52.695906 -46.885622 30.568895 -13.167184
4 29.863973 19.821241 53.719507 -51.194288 32.208223 -12.048222
5 38.560495 15.368603 54.061357 -37.132134 24.886103 -10.885289
6 38.40895 17.313236 54.988796 -37.352047 28.089019 -9.803676
7 40.255465 17.24172 57.911743 -34.460784 27.971621 -5.25617
8 41.870244 15.95187 57.911743 -31.487941 25.985292 -5.25617
9 45.752153 14.055773 57.911743 -25.475561 22.844294 -5.25617
10 44.756182 14.561227 57.984629 -27.067439 23.6408 -5.25617
11 42.64661 16.811156 57.984629 -30.468407 27.449203 -5.25617
12 43.954198 17.1872 57.984629 -28.23014 28.074259 -5.25617
13 45.657617 15.175374 57.984629 -25.212909 24.819621 -5.25617
14 44.7092 15.431739 57.984629 -26.911542 25.336258 -5.25617
15 45.774367 15.20197 57.984629 -25.261725 25.228665 -5.25617
16 43.253963 16.721219 57.984629 -29.010723 27.37667 -5.25617
17 42.419639 19.85263 58.822314 -30.512774 32.575318 -2.557462
18 40.528196 20.230637 58.822314 -33.515041 33.166372 -2.395089
19 45.091192 16.981352 58.822314 -26.109132 27.876881 -2.395089
20 39.548309 21.962412 58.822314 -34.866446 36.09745 -2.395089
21 40.951645 21.074332 58.822314 -32.750343 34.596682 -2.395089
22 41.132842 20.874424 58.822314 -32.193499 34.332115 -2.395089
23 42.798077 18.884507 58.822314 -29.458257 31.042221 -2.395089
24 36.61406 23.775555 58.822314 -39.785874 39.083648 -2.395089
25 42.555041 19.527678 62.459098 -29.940601 32.095301 3.5948
26 41.567355 21.39224 62.459098 -31.563511 35.219064 3.5948
27 42.221737 20.991275 62.459098 -30.454272 34.588269 3.5948
28 42.970633 19.070085 62.459098 -29.364395 31.271832 3.5948
29 45.880861 17.835577 62.459098 -24.463857 29.366851 3.5948
30 42.109672 20.997083 62.459098 -30.600835 34.55521 3.5948
