gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -5.151698 2.086459 4.203942 -96.7 10.493331 -50.0
1 -3.39328 3.585438 10.013548 -88.1 18.093922 -20.0
2 -3.214169 3.147033 4.203942 -87.2 15.879547 -50.0
3 -2.113239 3.713777 6.2699 -81.6 18.693314 -40.0
4 -3.042855 3.168571 10.059829 -86.4 15.907231 -20.0
5 -1.404285 2.873762 4.179917 -78.2 14.379152 -50.0
6 -0.638682 3.182959 10.142067 -74.3 16.078246 -20.0
7 -0.300211 3.60292 4.179917 -72.7 18.4854 -50.0
8 1.094772 3.992188 10.2699 -65.5 20.512191 -20.0
9 1.817136 3.695641 4.203942 -61.5 18.887827 -50.0
10 2.887583 2.813417 4.142067 -56.1 14.75771 -50.0
11 3.977033 1.00327 4.142067 -50.5 4.974937 -50.0
12 4.291727 0.858198 8.018586 -49.0 4.358899 -30.0
13 4.195376 0.546456 8.018586 -49.6 2.8 -30.0
14 4.472933 1.115056 8.018586 -48.2 5.723635 -30.0
15 4.879248 1.53272 8.018586 -46.1 7.860662 -30.0
16 5.327592 1.803786 8.018586 -43.8 9.249865 -30.0
17 5.365826 1.819872 8.018586 -43.6 9.329523 -30.0
18 5.949187 1.948858 8.018586 -40.6 9.981984 -30.0
19 6.557762 2.194843 8.018586 -37.5 11.346806 -30.0
20 6.960589 2.060992 8.018586 -35.4 10.622617 -30.0
